image_id,designer_explanation,selected_caption,crowd_captions,crowd_explanations,crowd_underspecified_captions,question_answering_pairs,image_designer,image_url,commonsense_category
1c29f91bf9043835a0f8b83786d5bdafa779bfb4bab5d9fa8d03959684e803c0,A keyboard layout with opposite up-down and left-right arrow directions is not intuitive for humans because each arrow direction is usually set according to each key location.,A foreign language keyboard has the arrow keys all pointed inwards,"[""A foreign language keyboard has the arrow keys all pointed inwards."", ""A keyboard on a table with blank keys."", ""Wireless computer keyboard with swapped arrow keys"", ""A computer keyboard with symbols on all the keys."", ""A keyboard with unknown symbols on the keys""]","[""Arrow keys on keyboards generally are set so the top one points upwards, the right one rightward and so on."", ""A keyboard normally has characters on the keys so it can be used, they are not blank."", ""Arrows should be pointing out to the direction where the arrow keys are located"", ""A computer keyboard has letters and numbers on the keys, you would not see one with only symbols."", ""A keyboard would have a known alphabet and symbols on it, not random gibberish.""]","[""A sleek and clean keyboard has a language other than English on the keys."", ""A keyboard in a room."", ""Wireless computer keyboard with white keys"", ""A computer keyboard."", ""A keyboard with symbols on the keys""]","[[""What has symbols on all of the keys?"", ""A computer keyboard""], [""What kind of keyboard has all of its arrow keys facing inwards?"", ""A foreign language keyboard""], [""What kind of computer keyboard has swapped arrow keys?"", ""Wireless""], [""What is the item with swapped arrow keys?"", ""Wireless computer keyboard""], [""A keyboard on a table with what?"", ""blank keys""], [""What was wrong with the keyboard?"", ""swapped arrow keys""], [""What is on all the keys of a computer keyboard?"", ""symbols""], [""What keys are all pointed inwards on a foreign language keyboard?"", ""the arrow keys""], [""What kind of symbols are on the keys of this keyboard?"", ""unknown symbols""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/1c29f91bf9043835a0f8b83786d5bdafa779bfb4bab5d9fa8d03959684e803c0.png,Object shape
62b50b2e649d8572caae81389e9f93aed3af01bb17869772ce99c76adb4dadfd,"A Rubik's Cube has six faces, each with different color over nine squares, so a cube with ten same-color squares is impossible to solve.",A rubix cube with ten squares of purple,"[""A rubik's cube with a solved purple side has an extra purple square."", ""The purple side of the Rubic's cube was solved."", ""A Rubix cube shows 10 purple squares"", ""A Rubik's cube where one side has been solved for purple."", ""A rubix cube with ten squares of purple""]","[""Rubik Cube's only have 9 squares of a given color, not 10."", ""There is not purple on a Rubic's cube."", ""A rubix cube only has 9 square of any one color"", ""On a Rubik's cube, if one side is purple the other sides would be solid colors too."", ""There shouldn't be ten purple squares since a rubix cube only has nine squares of each color""]","[""Someone has solved one color of a Rubik's Cube."", ""A side of the Rubic's cube was solved."", ""A Rubix cube with one side completed."", ""A Rubik's cube is usually all black."", ""A rubix cube that isn't solved""]","[[""How many purple squares are on a Rubik's cube?"", ""10""], [""What does a Rubix cube show?"", ""10 purple squares""], [""What has one side solved for purple?"", ""A Rubik's cube""], [""What shows 10 purple squares x 1?"", ""A Rubix cube""], [""What has an extra purple square when a purple side is solved?"", ""A rubik's cube""], [""What has ten squares of purple?"", ""A rubix cube""], [""How much of the Rubik's cube has been solved for purple?"", ""one side""], [""A Rubik's cube with one side solved for what color?"", ""purple""], [""How many purple squares does this cube have?"", ""ten""], [""How many squares are purple in the rubix cube pictured?"", ""ten squares""], [""The purple side of what was solved?"", ""the Rubic's cube""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/62b50b2e649d8572caae81389e9f93aed3af01bb17869772ce99c76adb4dadfd.png,Object shape
73f0539bd8fba46b86f3d6a9788681a5d1e03a9cf730f63dee57c573c7c95c10,"People use a compass to navigate according to the north, south, east, and west directions, so a compass with extra south instead of another direction makes it useless.",A compass with North South South West points,"[""A compass has the East direction replaced with another South."", ""a compass with four cardinal points marked on it"", ""A silver compass sitting on a table showing 2 directions as South, 1 as North and 1 as West."", ""A compass with North South South West points"", ""A compass labelled with South twice, once where East should be.""]","[""Compasses have four distinct directions, North, East, South and West. A compass that has two South directions without an East would be unusable for navigation."", ""the four cardinal points are north, south, east and west; there are not two souths"", ""A compass shows 4 locations, North, East, South and West. A compass that does not show East would be useless to those who required it's assistance."", ""A compass is used to navigate direction and needs to have a North, South, East, and West so people will not get lost."", ""A compass has four directions on it, North, East, South and West. This compass is missing East and has South in it's place.""]","[""A compass points slightly to the south-west."", ""a compass with four cardinal points marked"", ""A silver compass sitting on a table."", ""A compass with four points."", ""A large compass.""]","[[""How many directions does the compass show as South?"", ""2""], [""How many directions does the compass show as South?"", ""2 directions""], [""What has the East direction replaced with another South?"", ""A compass""], [""What are the points on a compass?"", ""North South South""], [""What are the points on a compass?"", ""North South South West""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/73f0539bd8fba46b86f3d6a9788681a5d1e03a9cf730f63dee57c573c7c95c10.png,Object shape
80f16892b3b07398ff93f4cfbe49c66c6dfc05c25a18a5360ae9dc6350b9faf2,"Humans usually have five fingers, so wearing a glove with six fingers will result in one redundant finger.",A white glove has 6 fingers,"[""A large white glove has five finger sleeves in addition to the thumb."", ""A wrinkled white glove with a thumb and five additional fingers"", ""A white glove sitting on a table that appears to be worn."", ""A white glove has 6 fingers."", ""A white glove with six fingers""]","[""Humans generally have four fingers and a thumb, not five, making a glove with an additional finger-slot weird for most people, excluding people with deformities like Count Tyrone Rugen."", ""The human hand has a thumb and four other fingers, so no one would make a glove with a total of 6 digits"", ""The glove which appears to be worn on a hand, has no arm attached would normally look flat, not filled."", ""Humans only 5 fingers, there are people being born with more or less than 5 fingers but those are very rare cases."", ""Gloves usually have five fingers, to fit in the hands of humans.""]","[""A single pristine white glove is on display."", ""A single wrinkled white glove"", ""A white glove sitting on a table."", ""The glove is colored white."", ""A white glove""]","[[""How many fingers does a typical white glove have?"", ""6""], [""How many fingers does a typical white glove have?"", ""6 fingers""], [""What has five finger sleeves in addition to a thumb?"", ""A large white glove""], [""What is sitting on a table that appears to be worn?"", ""A white glove""], [""What is the item with a thumb and 5 additional fingers?"", ""A wrinkled white glove""], [""What is the glove sitting on?"", ""a table""], [""A large white glove has five finger sleeves in what relation to the thumb?"", ""addition""], [""A large white glove has five finger sleeves in addition to what?"", ""the thumb""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/80f16892b3b07398ff93f4cfbe49c66c6dfc05c25a18a5360ae9dc6350b9faf2.png,Object shape
9c43f902ac2be33fe4b40a4e116ac4d5ae72f6015c09ad8e0918614cde62a108,"A die has six faces, each with 1-6 different numbers, so a standard die cannot have two faces with 5. ",A dice with the numeral five on two sides,"[""A dice with the numeral five on two sides."", ""A single die showing one side with four dots and two sides with five dots."", ""A white die with black dots showing three sides, two of which had six dots."", ""A close-up of a traditional dice showing the number 4 on top, and 5 on both of its sides."", ""A single standard die with a \""five\"" on two sides""]","[""Dice have a unique number on every side, and would not be useful for their purpose if any two sides had the same number, unless the person using them were trying to cheat."", ""Each side of a die is different, and only one side can show five dots."", ""A six sided die is used as a counting cube, one side for each number 1-6 and would not have a repetitive number pictured."", ""A traditional dice is a cube with each of its six faces marked with a different (non-repeated) number of dots from one to six."", ""A die has 6 sides with the each side bearing a number between 1-6, one time, so the number \""five\"" couldn't be represented twice.""]","[""A dice has landed on the number four."", ""A four was rolled on this die."", ""A white die with black dots showing three sides."", ""A close-up of a traditional dice showing the number 4 on top."", ""A single standard die showing a \""four\""""]","[[""What number is on top of a dice in this illustration?"", ""4""], [""What number is on both sides of a traditional dice?"", ""5""], [""How is the dice pictured?"", ""A close-up""], [""What has the number five on two sides?"", ""A dice""], [""What kind of die has a \""five\"" on two sides?"", ""A single standard""], [""What is pictured with the number 4 on top and 5 on both sides?"", ""a traditional dice""], [""What was on three sides of the die?"", ""black dots""], [""Where on the dice is the number 5 located?"", ""its sides""], [""What is on top of a dice?"", ""the number""], [""Where on the dice is the number 4 located?"", ""top""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/9c43f902ac2be33fe4b40a4e116ac4d5ae72f6015c09ad8e0918614cde62a108.png,Object shape
98152160807b0d036e3c813e95eae1d0000f68a5fe8a2087eda391e68c53508f,"An hourglass filled with stones is useless because, unlike sand, stones cannot go through such a narrow pass.",Pebbles falling through an hourglass,"[""An elegant hourglass is filled with pieces of colorful chewing gum."", ""pebbles falling through an hourglass"", ""an hourglass filled with brightly colored stones of different sizes"", ""An hour glass is filled with small rocks."", ""Pastel colored rocks in a time glass.""]","[""Hourglasses typically contain sand, not candy, as large pieces of gum wouldn't be able to fall through the narrow divider."", ""only sand is used in hourglasses, pebbles would not fit through the narrow chamber to fall through"", ""An houglass should be filled with sand which would pass through the narrow portion at a steady rate to accurately mark time, not stones which would not fit through the narrow portion at all"", ""An hour glass uses sand that slowly falls down from top to bottom, rocks wouldn't have the same effect because some would get jammed in the middle."", ""Timeglasses are filled with sand, not rocks.""]","[""An hourglass that is about equally full on both sides."", ""something is falling through an hourglass"", ""An houglass filled with brightly colored material"", ""A glass is filled with small rocks."", ""A timeglass.""]","[[""What is filled with pieces of colorful chewing gum?"", ""An elegant hourglass""], [""What is filled with small rocks?"", ""An hour glass""], [""What kind of rocks are in the time glass?"", ""Pastel colored rocks""], [""What are the rocks in?"", ""a time glass""], [""What is filled with brightly colored stones of different sizes?"", ""an hourglass""], [""What is the hourglass filled with?"", ""colorful chewing gum""], [""What size are the stones in the hourglass?"", ""different sizes""], [""What is an hour glass filled with?"", ""small rocks""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/98152160807b0d036e3c813e95eae1d0000f68a5fe8a2087eda391e68c53508f.png,Physics rules 
52c26363ef8234d72c6b8450f32cddb53a4023e6a206e17a0fbaa7d1758f8660,"A mirror reflects what is in front of it, so it cannot reflect a woman with a different appearance.",A woman's mirror reflection is wearing different clothes.,"[""A woman's reflection in a mirror shows a different person."", ""A woman wearing a white dress with a pink flower print looks at her reflection in a mirror wearing a green dress."", ""A brunette female staring into a mirror with the reflection of a different woman staring back."", ""A woman's mirror reflection is wearing different clothes."", ""The mirror is reflecting the image of the girl wearing a different dress and hair style.""]","[""A mirror reflects an identical image of the person standing in front of it, which would entail the same clothing  and hair style showing in the mirror as being worn, except when the mirror is haunted."", ""Mirrors reflect back the objects they are shown only, so the reflection should be wearing the same white dress with flower print."", ""Mirrors are reflective surfaces and will only show exactly what is in front of it, thus it would not show a different reflection."", ""A mirror is supposed to reflect exactly what is in front of it so the woman should have the same appearance, not different clothes."", ""Mirrors reflect only what is in front of them so whatever the girl is wearing would be the same both on her and in her reflection.""]","[""A woman looks at herself in a mirror."", ""A woman in a dress stands in front of a mirror looking at her reflection"", ""A brunette female staring into a mirror."", ""A woman's mirror reflection is wearing clothes."", ""The mirror is reflecting the image of the girl wearing a dress and hair style.""]","[[""Who is wearing a white dress with a pink flower print and looking in a mirror?"", ""A woman""], [""What is the girl reflected in the mirror wearing?"", ""a different dress and hair style""], [""What does a woman's reflection in a mirror show?"", ""a different person""], [""What does the woman in the mirror see herself wearing?"", ""a green dress""], [""What kind of print is on the woman's dress?"", ""a pink flower print""], [""What is a woman's mirror reflection wearing?"", ""different clothes""], [""Whose image is reflected in the mirror?"", ""the girl""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/52c26363ef8234d72c6b8450f32cddb53a4023e6a206e17a0fbaa7d1758f8660.png,Refraction mismatch
6883646c27c233a185118fc28f0af913e0541d184c0e8c558dfb9b34f4ef34fb,"A shadow has the shape of the object that casts it, so a woman cannot cast a figure of a man. ",A woman casts a man's shadow.,"[""A woman casts a man's shadow."", ""A woman's shadow shows a man's figure."", ""A woman is projecting a man's shadow on the wall."", ""A woman walks down a street next to a man's shadow on a wall."", ""A woman casting the shadow of a man against a wall""]","[""People's silhouettes reflect the way they look, and would not instead show another person entirely."", ""The woman's shadow should be matching her, not showing something else."", ""Shadows are copies of whatever is making them, so they will not look like anything else."", ""The shadow next to the woman would be of her, so there is no possible way it could be a mans shadow."", ""When a person casts a shadow, it is a silhouette of their own image, so a woman cannot cast a shadow of a man or of anyone other than herself.""]","[""A woman stands in front of a shadow."", ""A woman's shadow shows a figure."", ""A woman is projecting a shadow on the wall."", ""A woman walking down a street."", ""A black and white image of a woman casting a shadow against a wall""]","[[""What casts a man's shadow?"", ""A woman""], [""What shows a man's figure?"", ""A woman's shadow""], [""What does a woman's shadow show?"", ""a man's figure""], [""What does a woman cast of a man against a wall?"", ""the shadow""], [""On what is a woman projecting a man's shadow?"", ""the wall""]]",Dor Haramati,https://whoops-benchmark.s3.amazonaws.com/whoops_images/6883646c27c233a185118fc28f0af913e0541d184c0e8c558dfb9b34f4ef34fb.png,Refraction mismatch
59e911825f7b17f6d63db4efc5ef8b43c43e223033fadcc15f2aae4b6e7260ab,"Bruce Lee is a famous martial artist, so it does not make sense to see him dancing ballet and dressing as a ballerina.",Bruce lee is dressed in a yellow Leotard and tutu practicing ballet.,"[""Bruce Lee is in a yellow ballet tutu."", ""Bruce lee is dressed in a yellow Leotard and tutu practicing ballet."", ""Bruce Lee is performing in a tutu."", ""A man dances in a bright yellow tutu."", ""Bruce Lee standing ballet en pointe, wearing a yellow tutu and ballet shoes""]","[""Bruce Lee was a famous Kung Fu artist, and despite his grace and fit physique, wasn't known to professionally perform ballet."", ""Bruce Lee is most known for his work as a martial artist, he was not a ballerina."", ""Bruce Lee was a martial artist and actor, he was never a ballerina."", ""Male ballerinas wear tights with a tight fitted shirt, you would not see them in a tutu which is what female ballerinas wear."", ""Bruce Lee was a famous martial artist, not a ballet dancer so he would be kicking and punching, not dancing.""]","[""Bruce Lee exhibits his dexterity."", ""A person is dressed in a yellow Leotard and tutu practicing ballet."", ""Bruce Lee is putting on a physical performance."", ""A man dancing on stage."", ""Bruce Lee performing in his yellow outfit""]","[[""Who dances in a tutu?"", ""A man""], [""Who is in a yellow ballet tutu?"", ""Bruce Lee""], [""What is Bruce wearing under his tutu?"", ""Leotard""], [""What is Bruce Lee wearing?"", ""a tutu""], [""What is Bruce wearing under his tutu?"", ""a yellow Leotard""], [""What is Bruce Lee wearing?"", ""a yellow ballet tutu""], [""What is Bruce Lee wearing in this photo?"", ""a yellow tutu""], [""What is Bruce Lee practicing?"", ""ballet""], [""How was Bruce Lee standing?"", ""ballet en pointe""], [""What was Bruce Lee wearing with his tutu?"", ""shoes""], [""What is Bruce Lee wearing with his leotard?"", ""tutu""]]",Erez Rubinstein,https://whoops-benchmark.s3.amazonaws.com/whoops_images/59e911825f7b17f6d63db4efc5ef8b43c43e223033fadcc15f2aae4b6e7260ab.png,Celebrity occupation
75f2a6d61f3c68a6013a97d985b2689ee533df37c33e4fb284a17ddc0893b3ac,"Golf balls are designed to best roll on the grass, unlike flat pucks that slide on the ice smoothly, so playing hockey with it is useless because it is not suited to slide correctly.",A hockey player drives a golf ball down the ice,"[""A hockey player drives a golf ball down the ice."", ""A man playing hockey with a golf ball."", ""A hockey player is hitting a ball across the ice."", ""An ice hockey player wearing a helmet without a cage or plexiglass shield protecting his face"", ""Hockey player plays with a gold ball""]","[""Hockey is played using flat rubber pucks which can glide over ice, and not golf balls, which are hard to see and hit with hockey sticks."", ""Hockey is played with a black puck, not a white golf ball."", ""Hockey is played with a puck and not a ball."", ""Ice hockey is a high-impact, dangerous sport, and players are required to wear face protection in the form of a cage or plexiglass shield at all levels, so you would never see a player without one."", ""Hockey is played using a flat rubber puck that glides over the ice, not a golf ball which would be difficult to see and hit with a hockey stick.""]","[""A hockey player skates forward."", ""A man playing hockey."", ""A hockey player is skating across the ice with a stick."", ""An ice hockey player making a point for his team"", ""A hockey player""]","[[""Who is shown playing hockey with a golf ball?"", ""A man""], [""Who is wearing a helmet without a cage or plexiglass shield protecting his face?"", ""An ice hockey player""], [""Who plays with a gold ball?"", ""Hockey player""], [""What is the hockey player hitting across the ice?"", ""a ball""], [""A hockey helmet without a plexiglass shield or what is called?"", ""a cage""], [""What do hockey players play with?"", ""a gold ball""], [""What does a hockey player drive down the ice?"", ""a golf ball""], [""What is a hockey player wearing without a cage or plexiglass shield?"", ""a helmet""], [""What sport is this man playing with a golf ball?"", ""hockey""], [""What is an alternative to a cage in a hockey helmet?"", ""plexiglass shield""]]",Eyal Dror,https://whoops-benchmark.s3.amazonaws.com/whoops_images/75f2a6d61f3c68a6013a97d985b2689ee533df37c33e4fb284a17ddc0893b3ac.png,Incorrect usage
a3ea42bb542e4e0dd6bfb76b6f79d2274091925428505b13cfa3dc7e86f7e9f1,"Children are not allowed to stand on high ledges without a safety barrier, as the hazard of falling to their death would be too great, and instead would be looking out a window.",A child stands on a high ledge.,"[""A child stands on a high ledge."", ""A little boy standing on the ledge of a skyscraper."", ""A young boy is standing on the ledge at the top of a skyscraper looking over the city."", ""A young boy stands on the window ledge of a skyscraper."", ""A little boy standing on the ledge of a tall building""]","[""Children aren't left unattended at great heights due to the potential danger, and there would be a window or other barrier to prevent them from accidentally or intentionally jumping."", ""It would be too dangerous for a little kid to stand on the ledge of a skyscraper, a good parent would never allow it."", ""The boy would be looking out through a window from inside the skyscraper because the outside ledges of skyscrapers are not accessible to people, especially children."", ""A window ledge so high would not be open as it would be very dangerous for anyone to stand so high up where they could easily fall to their death."", ""A child wouldn't have the coordination nor the good sense to stay away from the edge of a tall building so, as an adult, you would keep him away and prevent him from falling.""]","[""A child takes in the view."", ""A male standing on the ledge of a skyscraper."", ""A young boy is looking over the city from a skyscraper."", ""A little boy looks at skyscrapers in a city."", ""A little boy looking down at the city""]","[[""Who stands on a high ledge?"", ""A child""], [""Who is standing on a ledge of a skyscraper?"", ""A little boy""], [""Who stands on the window ledge of a skyscraper?"", ""A young boy""], [""A child stands on what?"", ""a high ledge""], [""A boy is standing on what at the top of a skyscraper?"", ""the ledge""], [""A young boy stands on what part of a skyscraper?"", ""the window ledge""]]",Eyal Dror,https://whoops-benchmark.s3.amazonaws.com/whoops_images/a3ea42bb542e4e0dd6bfb76b6f79d2274091925428505b13cfa3dc7e86f7e9f1.png,Safety
7ced972dcb2bc843e74f396646abfab2ace6a7f7da5878d43d83873bb622f505,"Cats do not play the game of fetch, which requires leaping after a ball, an activity which is enjoyed by dogs instead.",A cat is fetching a tennis ball.,"[""A house cat pounces at a tennis ball."", ""A cat is fetching a tennis ball."", ""A cat is jumping up to catch a tennis ball in the air."", ""A cat jumping for a tennis ball."", ""A cat chasing after a tennis ball""]","[""House cats like to chase things on the ground, while dogs are more likely and eager to play catch with tennis balls, leaping in the air to grab them."", ""Cats do not fetch like dogs do."", ""A dog would be jumping to catch a tennis ball, not a cat."", ""Cats are generally lazy animals that do not play fetch with balls like dogs do."", ""Cats are not like dogs and they do not fetch so you wouldn't see a cat going after a tennis ball especially if you threw it.""]","[""A house cat plays with a ball."", ""An animal is fetching a tennis ball."", ""A four legged friend is jumping up to catch a tennis ball in the air."", ""An animal chasing a ball."", ""A cat taking a giant leap""]","[[""What does a house cat pounce at?"", ""a tennis ball""], [""Where does the cat want to catch the tennis ball?"", ""the air""]]",Eyal Dror,https://whoops-benchmark.s3.amazonaws.com/whoops_images/7ced972dcb2bc843e74f396646abfab2ace6a7f7da5878d43d83873bb622f505.png,Untypical behavior
d983c41a1b557b949c041f14a5ab2196c45ad7c1939c6dc6236d4ae15f12e997,"Roller skates are designed to use on surfaces with some resistance that enables optimal skating control, and ice surfaces are very slippery and, therefore, ineffective for use on skates with wheels.",The girl is roller skating on an ice rink,"[""A woman is rollerskating on an iced over pond."", ""A woman roller skates on an ice covered lake."", ""A woman roller blading on a frozen lake."", ""The girl is roller skating on an ice rink."", ""A woman rollerskating on a frozen lake""]","[""Roller skates are used on paved surfaces, where the wheels can achieve traction, and wouldn't be used on ice, where they'd only slip, and instead, ice skates would be used."", ""Roller skates don't work on ice because the wheel can't gain traction, the sharp blades of ice skates are used instead."", ""Roller blades would be too slippery on the surface of a frozen lake and cause the person to fall."", ""The girl would be skating with ice skates and not roller skates on an ice rink because they have sharp blades to cut throught the ice."", ""Roller skates re for pavement and ice skates are for skating on frozen lakes or ice rinks, so you wouldn't see someone rollerskating on ice because it's the wrong footwear.""]","[""A woman exercises during the winter."", ""A woman glides across a frozen lake."", ""A woman on a frozen lake."", ""The girl is skateing on an ice rink."", ""A woman engaging in typical winter outdoor activities""]","[[""Who is roller skating on an ice rink?"", ""The girl""], [""What is the woman roller blading on?"", ""a frozen lake""], [""What body of water is the woman rollerskating on?"", ""pond""]]",graffx.art,https://whoops-benchmark.s3.amazonaws.com/whoops_images/d983c41a1b557b949c041f14a5ab2196c45ad7c1939c6dc6236d4ae15f12e997.png,Unsuitable environment
fa529d75e226e93fae6c463e7914c5de73408e9a8f02d39eca9b5dd28248300d,"Apple products are always decorated with the famous apple shape logo, and not a banana.",A MacBook with Banana logo,"[""An Apple MacBook has a banana insignia on it."", ""A laptop with a banana logo."", ""A silver Macbook with a banana logo on the front."", ""An Apple MacBook with a banana symbol on the back."", ""A MacBook with Banana logo""]","[""Apple products, and especially their laptops, famously have their logo, that of an Apple with a piece missing, not a banana, prominently displayed on the cover."", ""There is no laptop maker with a banana logo, the only similar one would be Apple."", ""The log for an Apple Macbook is an apple not a banana."", ""MacBooks are designed with an Apple logo (an actual apple) displayed on the back side, so you wouldn't see a banana because that's not a known logo."", ""Apple products, particularly their laptops, are known for their iconic logo featuring an apple with a piece missing, not a banana or any other fruit""]","[""A laptop's lid is partially raised."", ""A laptop with a fruit logo."", ""A silver Macbook with a fruit logo on the cover."", ""A MacBook with no USB-C ports"", ""A silver Macbook with a fruit logo""]","[[""What electronic device has a Banana symbol on it?"", ""A MacBook""], [""What has a banana logo?"", ""A laptop""], [""What does the banana logo appear on the front of?"", ""A silver Macbook""], [""What has a banana insignia on it?"", ""An Apple MacBook""], [""What's the symbol on this MacBook?"", ""Banana""], [""What kind of laptop has a banana symbol on it?"", ""MacBook""], [""What does an Apple MacBook have on it?"", ""a banana insignia""], [""What kind of logo is on the front of the silver Macbook?"", ""a banana logo""], [""What kind of symbol is on the back of this MacBook?"", ""a banana symbol""], [""A MacBook with a Banana what?"", ""symbole""], [""Where is the banana symbol located on this Macbook?"", ""the back""], [""Where is the banana logo located on this Macbook?"", ""the front""]]",graffx.art,https://whoops-benchmark.s3.amazonaws.com/whoops_images/fa529d75e226e93fae6c463e7914c5de73408e9a8f02d39eca9b5dd28248300d.png,Cultural knowledge
d2b4617bfdd96b9e7d5913599d3d17892f16f2ff7845d5daf1ab4b662d46b2a5,"Jack Sparrow is a fictional pirate who would have flown a Jolly Roger flag, which contains a white skull and crossbones on black and is associated with piracy, not one with rainbow colors, which is often associated with the LGBTQ movement.",Captain Jack Sparrow holds a rainbow flag,"[""Captain Jack Sparrow holds a rainbow flag."", ""A pirate holding a rainbow colored flag."", ""A pirate is standing beside a rainbow flag."", ""A pirate stands with a brightly colored Pride flag."", ""A pirate proudly flying a gay pride rainbow flag""]","[""Captain Jack Sparrow, a fictional pirate from the Pirates of the Caribbean film franchise, would be waving a skull and crossbones flag, not a rainbow one."", ""The LBGTQ movement wasn't around during the pirate times and pirates used solid colors like black for their flags."", ""Pirates are known to have black flags with white skull and crossbones on them, not rainbow colors."", ""Pirates are known to hold black flags with a skull and crossbones on it, not a Pride flags."", ""Pirate golden age was from 1650 to 1726 and the first gay pride flag was seen in 1970 and pirates were known for their black skull and crossbones flag, not gay pride.""]","[""Jack Sparrow waves a flag."", ""A pirate holding a flag."", ""A pirate is standing beside a ship's flag."", ""A pirate holding a flag."", ""A fancy man proudly flying a gay pride rainbow flag""]","[[""Who holds a rainbow flag?"", ""Captain Jack Sparrow""], [""What kind of flag is the pirate holding?"", ""Pride""], [""What does the pirate hold?"", ""a rainbow colored flag""], [""What does Captain Jack Sparrow hold?"", ""a rainbow flag""]]",graffx.art,https://whoops-benchmark.s3.amazonaws.com/whoops_images/d2b4617bfdd96b9e7d5913599d3d17892f16f2ff7845d5daf1ab4b662d46b2a5.png,Color inversion
803d5e97358210c3d8e5ac5b7189b5b2263f9b824687a15cdd938a1a057344b0,A pear could not fit through such a bottle with a narrow neck.,A whole pear inside a bottle.,"[""A full sized pear is inside of a glass jar."", ""A whole pear inside a bottle."", ""A whole pear is inside of a corked bottle with a tapered neck."", ""A pear inside a corked glass bottle"", ""A whole pear inside a glass jar""]","[""A fully grown pear that is larger than the neck of a bottle wouldn't be able to be placed inside of the bottle, as the narrow opening would prevent it from going in."", ""The pear is too large to fit through the neck of the bottle."", ""A pear would not be able to fit through the tapered neck of the bottle."", ""Liquid goes in bottles, and pears are not liquid, so you would not find one inside a glass bottle even if it fit through the neck of the bottle, which it wouldn't."", ""A pear that is larger than the neck of a bottle cannot be placed inside the bottle, as the narrow opening would prevent it from fitting through.""]","[""Fruit is in a glass jar."", ""Fruit inside a bottle."", ""There is a fruit inside a corked bottle with a tapered neck."", ""An object inside a corked glass bottle"", ""An object inside a glass jar""]","[[""What is in the glass jar?"", ""A full sized pear""], [""What is inside of a corked bottle with a tapered neck?"", ""A whole pear""]]",graffx.art,https://whoops-benchmark.s3.amazonaws.com/whoops_images/803d5e97358210c3d8e5ac5b7189b5b2263f9b824687a15cdd938a1a057344b0.png,Physics rules 
8f2fc9a6837b739624670c9708288f71afda316cf0a4830a097116c6e66fbb6f,A whole pomegranate could not fit through such an opening of a bottle.,A mostly whole pomegranate inside a corked glass bottle,"[""A whole papaya is in a sealed glass bottle."", ""A half sliced pomegranate  in a bottle."", ""A whole pomegranate inside a glass jar with a tapered top."", ""A mostly whole pomegranate inside a corked glass bottle"", ""A sliced pomegranate inside a glass jar""]","[""A fully grown papaya would not be able to fit through the narrow neck of a glass bottle, and there would be no way to slice it inside the bottle."", ""The pomegranate is too large to fit through the neck of the bottle."", ""The tapered top would stop the pomegranant from being able to fit in the jar, only smaller fruit like berries or grapes would fit it the jar whole."", ""A whole pomegranate could not physically fit inside the neck of a glass bottle, so you would have to juice the pomegranate because liquids go in bottles not whole fruit."", ""A fully grown pomegranate is too large to fit through the narrow neck of a glass bottle, and it would be difficult to slice it inside the bottle as well""]","[""A glass bottle preserves tasty fruit."", ""Fruit in a bottle."", ""A purple fruit is inside of a glass jar with a tapered top."", ""A pomegranate in a see-through container"", ""An object inside a glass jar""]","[[""What is inside the corked bottle?"", ""A mostly whole pomegranate""], [""What is in a sealed glass bottle?"", ""A whole papaya""], [""What is inside the glass jar with a tapered top?"", ""A whole pomegranate""], [""A half sliced pomegranate is in what?"", ""a bottle""], [""What is a whole papaya in?"", ""a sealed glass bottle""], [""What kind of top is on the glass jar holding the pomegranate?"", ""a tapered top""], [""What portion of a pomegranate is in the bottle?"", ""half""]]",graffx.art,https://whoops-benchmark.s3.amazonaws.com/whoops_images/8f2fc9a6837b739624670c9708288f71afda316cf0a4830a097116c6e66fbb6f.png,Physics rules 
